GENE	LOEUF	pLI
FCGR1A	1.08	0
HIST2H2BF	1.9	0
HIST2H3D	1.92	0
HIST2H2BE	1.21	0.55
HIST2H2AC	1.59	0.19
HIST2H2AB	0.98	0.61
BOLA1	1.78	0.04
SV2A	0.41	0.23
SF3B4	0.21	0.99
MTMR11	1.09	0
OTUD7B	0.48	0.01
VPS45	0.66	0
PLEKHO1	0.48	0.48
ANP32E	0.42	0.84
CA14	1.46	0
APH1A	0.45	0.79
C1orf54	1.58	0
C1orf51	0.45	0.79
MRPS21	1.56	0.06
PRPF3	0.07	1
RPRD2	0.06	1
TARS2	0.84	0
ECM1	1.13	0
ADAMTSL4	1.09	0
ADAMTSL4-AS1	NA	 NA
MCL1	0.29	0.96
AL356356.1	1.06	0.34
ENSA	0.72	0.35
GOLPH3L	1.06	0
HORMAD1	0.34	0.95
CTSS	0.53	0.34
CTSK	0.94	0
ARNT	0.28	1
SETDB1	0.2	1
CERS2	0.43	0.48
ANXA9	1.43	0
FAM63A	1.28	0
PRUNE	0.66	0.01
BNIPL	1.2	0
C1orf56	1.61	0
CDC42SE1	1.63	0
MLLT11	1.27	0.53
GABPB2	0.88	0
SEMA6C	0.64	0
TNFAIP8L2	1.77	0.04
SCNM1	1.09	0
LYSMD1	1.05	0.02
TMOD4	1.09	0
VPS72	0.85	0
PIP5K1A	0.54	0
PSMD4	0.17	1
RP11-126K1.2	1.82	0.12
ZNF687	0.32	0.97
PI4KB	0.34	0.87
RFX5	1.1	0
SELENBP1	1.29	0
PSMB4	0.79	0
POGZ	0.12	1
CGN	0.95	0
TUFT1	0.71	0
SNX27	0.19	1
CELF3	0.39	0.77
AL589765.1	1.55	0.06
RIIAD1	1.91	0
MRPL9	1.05	0
OAZ3	1.43	0
TDRKH	0.52	0.03
LINGO4	1.17	0
RORC	0.16	1
C2CD4D	1.8	0.13
THEM5	1.87	0
THEM4	1.61	0
S100A10	1.66	0.17
S100A11	1.8	0.01
TCHHL1	1.07	0.58
TCHH	0.98	0
RPTN	1.15	0
HRNR	1.95	0
FLG	1.96	0
FLG2	1.92	0.02
CRNN	1.37	0
LCE5A	1.84	0.03
CRCT1	1.95	0
LCE3E	1.5	0.47
LCE3D	1.9	0.02
LCE3C	1.47	0.48
LCE3B	1.93	0
LCE3A	NA	 NA
LCE2D	1.9	0.09
LCE2C	1.93	0.07
LCE2B	1.88	0.1
LCE2A	1.84	0.01
LCE4A	NA	 NA
C1orf68	1.77	0
KPRP	1.78	0
LCE1F	1.89	0
LCE1E	1.66	0.17
LCE1D	1.91	0
LCE1C	1.86	0.03
LCE1B	1.84	0.03
LCE1A	1.91	0
LCE6A	NA	 NA
SMCP	NA	 NA
IVL	NA	 NA
SPRR4	1.77	0.04
SPRR1A	1.87	0.01
SPRR3	NA	 NA
SPRR1B	1.93	0
SPRR2D	1.93	0.02
SPRR2A	NA	 NA
SPRR2B	NA	 NA
SPRR2E	1.94	0.06
SPRR2F	1.9	0.09
SPRR2G	NA	 NA
LELP1	1.63	0.43
PRR9	1.94	0
LOR	1.08	0.33
PGLYRP3	1.19	0
PGLYRP4	1.76	0
S100A9	1.46	0.48
S100A12	1.44	0.48
S100A8	1.77	0.14
S100A7A	1.94	0
S100A7L2	1.58	0.19
S100A7	1.55	0.45
S100A6	1.64	0.18
S100A5	1.96	0
S100A4	1.86	0.01
S100A3	1.82	0.01
S100A2	1.96	0
S100A16	1.89	0
S100A14	1.81	0
S100A13	1.67	0.05
S100A1	1.87	0.01
CHTOP	0.43	0.76
SNAPIN	1.44	0
ILF2	0.25	1
NPR1	0.48	0
INTS3	0.25	1
SLC27A3	1.48	0
GATAD2B	0.1	1
DENND4B	0.29	0.99
CRTC2	0.23	1
SLC39A1	0.8	0.13
CREB3L4	1.02	0
JTB	0.66	0.42
RAB13	0.76	0.02
RPS27	0.64	0.76
NUP210L	0.38	0
TPM3	0.69	0.01
C1orf189	1.91	0
C1orf43	0.84	0
UBAP2L	0.1	1
HAX1	1.38	0
AQP10	1.11	0
ATP8B2	0.41	0.01
IL6R	0.81	0
SHE	0.28	0.99
TDRD10	0.92	0
UBE2Q1	0.19	1
CHRNB2	0.82	0
ADAR	0.42	0.03
KCNN3	0.32	0.97
PMVK	1.4	0
PBXIP1	0.92	0
PYGO2	0.28	0.97
SHC1	0.65	0
CKS1B	0.88	0.43
FLAD1	0.59	0.01
LENEP	1.93	0
ZBTB7B	0.52	0.34
DCST2	0.88	0
DCST1	1.11	0
ADAM15	0.86	0
EFNA4	1.46	0
EFNA3	0.76	0.15
EFNA3	0.8	0.13
EFNA1	0.63	0.46
SLC50A1	1.03	0
DPM3	1.4	0.23
KRTCAP2	1.46	0
RP11-201K10.3	1.44	0
TRIM46	0.23	1
MUC1	0.68	0.02
THBS3	0.93	0
MTX1	0.72	0.01
GBA	0.8	0
FAM189B	0.75	0
SCAMP3	0.7	0
CLK2	0.16	1
HCN3	0.74	0
PKLR	0.92	0
FDPS	0.63	0.01
RUSC1	0.34	0.94
ASH1L	0.06	1
MSTO1	1.08	0
YY1AP1	1.31	0
DAP3	1.1	0
GON4L	0.3	0.95
SYT11	0.37	0.93
RIT1	0.65	0.13
KIAA0907	0.32	0.97
RXFP4	1.7	0
ARHGEF2	0.16	1
SSR2	0.68	0.21
UBQLN4	0.3	0.98
LAMTOR2	0.93	0.2
RAB25	1.55	0
MEX3A	0.25	0.98
LMNA	0.21	1
SEMA4A	0.64	0
SLC25A44	0.95	0
PMF1-BGLAP	1.44	0
PMF1	1.44	0
BGLAP	1.95	0
PAQR6	1.52	0
SMG5	0.41	0.01
TMEM79	1.22	0
C1orf85	1.45	0
VHLL	NA	 NA
CCT3	0.1	1
TSACC	1.53	0.02
RHBG	1.59	0
C1orf61	1.85	0
MEF2D	0.24	1
IQGAP3	0.85	0
TTC24	0.96	0
APOA1BP	1.31	0
GPATCH4	1.24	0
HAPLN2	1.29	0
BCAN	0.62	0
NES	0.54	0
CRABP2	1.44	0
ISG20L2	0.71	0.09
RRNAD1	1.21	0
MRPL24	1.35	0
HDGF	0.64	0.27
PRCC	0.33	0.96
SH2D2A	1.09	0
NTRK1	0.66	0
INSRR	0.95	0
PEAR1	0.89	0
LRRC71	0.78	0
ARHGEF11	0.21	1
ETV3L	1.42	0
ETV3	0.3	0.98
FCRL5	1.06	0
FCRL4	0.94	0
FCRL3	1.28	0
FCRL2	1.12	0
FCRL1	0.91	0
CD5L	1.67	0
KIRREL	0.25	1
CD1D	1	0
CD1A	1.95	0
CD1C	1.23	0
CD1B	1.34	0
CD1E	1.73	0
OR10T2	1.17	0.12
OR10K2	1.94	0
OR10K1	1.14	0.31
OR10R2	1.84	0
OR6Y1	1.59	0
OR6P1	1.85	0
OR10X1	1.85	0
OR10Z1	1.22	0.11
SPTA1	0.49	0
OR6K2	1.88	0
OR6K3	1.89	0.09
OR6N1	1.74	0
OR6K6	1.6	0
OR6N2	1.38	0
MNDA	1.83	0
PYHIN1	1.24	0
IFI16	1.03	0
AIM2	1.64	0
CADM3	0.35	0.93
DARC	1.6	0
FCER1A	1.37	0
OR10J3	1.87	0
OR10J1	1.93	0
OR10J5	1.34	0.03
APCS	1.83	0.03
CRP	1.92	0
DUSP23	1.69	0
FCRL6	1.79	0
SLAMF8	1.19	0
C1orf204	1.83	0
VSIG8	0.85	0
CCDC19	1	0
TAGLN2	0.93	0.01
IGSF9	0.7	0
SLAMF9	1.28	0
KCNJ10	0.76	0.15
PIGM	1.25	0
KCNJ9	0.62	0.3
IGSF8	1.05	0
ATP1A2	0.49	0
ATP1A4	0.94	0
CASQ1	1.58	0
PEA15	0.58	0.79
DCAF8	0.2	1
DCAF8	0.28	1
PEX19	0.94	0
COPA	0.1	1
NCSTN	0.23	1
NHLH1	1.31	0.26
VANGL2	0.39	0.84
SLAMF6	0.68	0.02
CD84	1.32	0
SLAMF1	0.8	0.01
CD48	1.49	0
SLAMF7	0.71	0.04
LY9	1.11	0
CD244	0.58	0.06
ITLN1	1.07	0
ITLN2	1.12	0
F11R	1.01	0
TSTD1	0.98	0.38
USF1	0.58	0.02
ARHGAP30	0.21	1
PVRL4	0.39	0.84
KLHDC9	1.53	0
PFDN2	0.72	0.35
NIT1	1.08	0
DEDD	0.33	0.96
UFC1	0.91	0
AL590714.1	1.88	0.31
USP21	0.5	0
PPOX	0.57	0.03
B4GALT3	0.64	0.01
ADAMTS4	0.71	0
NDUFS2	0.56	0
FCER1G	0.61	0.66
APOA2	1.72	0.04
TOMM40L	0.47	0.67
NR1I3	1.15	0
PCP4L1	1.64	0.05
MPZ	0.64	0.27
SDHC	1.26	0
C1orf192	1.69	0
FCGR2A	1.35	0
HSPA6	1.38	0
FCGR3A	1.5	0
FCGR2C	NA	 NA
FCGR3B	1.65	0
FCGR2B	0.63	0.46
FCRLA	1.43	0
FCRLB	1.5	0
DUSP12	0.89	0
ATF6	0.7	0
OLFML2B	1.06	0
NOS1AP	0.42	0.61
RP11-565P22.6	0.54	0.81
C1orf111	1.89	0
C1orf226	0.34	0.94
SH2D1B	1.15	0.01
UHMK1	0.41	0.83
UAP1	0.54	0.02
DDR2	0.38	0.55
HSD17B7	1.16	0
C1orf110	1.58	0
RGS4	1.44	0
RGS5	1.34	0
NUF2	0.71	0
PBX1	0.26	1
LMX1A	0.27	0.99
RXRG	0.46	0.42
LRRC52	1.66	0
MGST3	1.25	0
ALDH9A1	1.14	0
TMCO1	1.36	0
UCK2	0.49	0.72
FAM78B	0.76	0.31
POGK	0.37	0.89
TADA1	0.6	0.09
ILDR2	0.34	0.95
MAEL	0.6	0
GPA33	1.07	0
DUSP27	1.11	0
POU2F1	0.34	0.9
CD247	0.82	0.02
CREG1	1.51	0
RCSD1	0.62	0.04
MPZL1	0.75	0.16
ADCY10	1.03	0
MPC2	0.63	0.64
DCAF6	0.38	0.09
GPR161	0.79	0
TIPRL	0.34	0.95
SFT2D2	0.9	0.01
TBX19	0.98	0
XCL2	1.78	0.01
XCL1	1.87	0
DPT	1.23	0
ATP1B1	0.15	1
NME7	0.91	0
BLZF1	1.01	0
CCDC181	1.04	0
SLC19A2	0.76	0
F5	0.56	0
SELP	1.32	0
C1orf112	0.73	0
SELL	1.01	0
SELE	0.86	0
METTL18	1.39	0
SCYL3	0.42	0.28
KIFAP3	0.54	0
METTL11B	1.11	0
GORAB	0.99	0
PRRX1	0.66	0.24
MROH9	0.98	0
FMO3	1.58	0
FMO6P	1.06	0
FMO2	1.06	0
FMO1	1.09	0
FMO4	1.18	0
PRRC2C	0.12	1
MYOC	1.25	0
VAMP4	0.77	0.14
METTL13	0.89	0
DNM3	0.48	0
PIGC	1.06	0.01
C1orf105	1.58	0
SUCO	0.3	0.97
FASLG	0.72	0.18
TNFSF18	1.63	0
TNFSF4	1.68	0.05
PRDX6	1.59	0
SLC9C2	0.46	0
ANKRD45	1.03	0
KLHL20	0.51	0.01
CENPL	0.63	0.07
DARS2	0.92	0
ZBTB37	0.34	0.96
SERPINC1	0.15	1
RC3H1	0.29	0.99
RABGAP1L	0.51	0
GPR52	0.93	0.01
CACYBP	0.38	0.92
MRPS14	1.66	0
TNN	1.04	0
KIAA0040	1.53	0.2
TNR	0.34	0.52
RFWD2	0.2	1
PAPPA2	0.48	0
ASTN1	0.21	1
BRINP2	0.21	1
SEC16B	0.96	0
RASAL2	0.34	0.8
TEX35	1.36	0
C1orf220	1.39	0.24
RALGPS2	0.41	0.26
ANGPTL1	1.27	0
FAM20B	0.91	0
TOR3A	1.63	0
ABL2	0.58	0
SOAT1	0.95	0
AXDND1	0.99	0
NPHS2	1.18	0
TDRD5	0.31	0.97
FAM163A	1.19	0.12
TOR1AIP2	1.4	0
TOR1AIP1	0.91	0
CEP350	0.18	1
QSOX1	0.62	0
LHX4	0.69	0.02
ACBD6	1.13	0
XPR1	0.16	1
KIAA1614	1	0
AL162431.1	1.87	0.31
STX6	0.75	0.01
MR1	1.83	0
IER5	0.45	0.87
CACNA1E	0.12	1
ZNF648	1.7	0
GLUL	0.18	1
TEDDM1	1.77	0
RGSL1	0.71	0
RNASEL	1.13	0
RGS16	1.6	0
RGS8	0.62	0.3
NPL	1.14	0
DHX9	0.1	1
SHCBP1L	1.37	0
LAMC1	0.2	1
LAMC2	0.65	0
NMNAT2	0.27	0.99
SMG7	0.22	1
NCF2	0.74	0
ARPC5	0.53	0.82
RGL1	0.32	0.96
APOBEC4	1.47	0
COLGALT2	0.92	0
TSEN15	0.8	0.28
C1orf21	0.41	0.89
EDEM3	0.46	0
FAM129A	1.24	0
RNF2	0.17	1
TRMT1L	0.36	0.8
SWT1	0.27	1
IVNS1ABP	0.28	0.99
HMCN1	0.48	0
PRG4	0.74	0
TPR	0.11	1
C1orf27	0.95	0
OCLM	NA	 NA
PDC	1.42	0
PTGS2	0.26	1
PLA2G4A	0.59	0
BRINP3	0.45	0.15
RGS18	1.08	0
RGS21	1.65	0
RGS1	0.51	0.78
RGS13	1.39	0
RGS2	1.42	0
UCHL5	0.67	0
TROVE2	0.43	0.58
GLRX2	1.62	0
CDC73	0.19	1
B3GALT2	0.39	0.9
KCNT2	0.37	0.04
CFH	0.32	0.86
CFHR3	1.6	0
CFHR1	1.53	0
CFHR4	1.3	0
CFHR2	1.82	0
CFHR5	1.83	0
F13B	0.85	0
ASPM	0.74	0
ZBTB41	0.41	0.22
CRB1	0.83	0
DENND1B	0.49	0.2
C1orf53	1.85	0
LHX9	0.29	0.98
NEK7	0.39	0.88
ATP6V1G3	1.23	0.11
PTPRC	0.21	1
NR5A2	0.45	0.24
ZNF281	0.25	1
KIF14	0.43	0
DDX59	0.88	0
CAMSAP2	0.2	1
GPR25	1.26	0.01
C1orf106	0.73	0
KIF21B	0.43	0
CACNA1S	0.52	0
TMEM9	1.17	0
IGFN1	0.94	0
PKP1	0.56	0
TNNT2	0.64	0
LAD1	1.34	0
TNNI1	1.2	0
PHLDA3	1.34	0.25
CSRP1	1.14	0
NAV1	0.08	1
IPO9	0.23	1
SHISA4	1.2	0
LMOD1	0.41	0.87
TIMM17A	0.68	0.22
RNPEP	1.26	0
ELF3	0.3	0.98
GPR37L1	1.35	0
ARL8A	0.35	0.94
PTPN7	1.09	0
LGR6	0.64	0
UBE2T	1.3	0
PPP1R12B	0.47	0
SYT2	0.29	0.98
KDM5B	0.57	0
RP11-480I12.4	NA	 NA
RABIF	1.63	0.01
KLHL12	0.52	0.03
ADIPOR1	0.47	0.66
CYB5R1	1.36	0
TMEM183A	0.43	0.7
PPFIA4	0.64	0
MYOG	0.41	0.9
ADORA1	1.1	0.02
MYBPH	1.28	0
CHI3L1	0.92	0
CHIT1	1.34	0
BTG2	1.51	0.02
FMOD	0.98	0
PRELP	1.28	0
OPTC	1.81	0
ATP2B4	0.44	0
LAX1	1.17	0
ZC3H11A	0.19	1
ZBED6	0.62	0
SNRPE	0.39	0.91
SOX13	0.34	0.94
ETNK2	1.07	0
REN	0.96	0
KISS1	1.41	0.49
GOLT1A	0.86	0.24
PLEKHA6	0.42	0.01
PPP1R15B	0.51	0.15
PIK3C2B	0.28	1
MDM4	0.11	1
LRRN2	0.43	0.78
NFASC	0.21	1
CNTN2	0.44	0
TMEM81	1.67	0
RBBP5	0.19	1
DSTYK	0.37	0.51
TMCC2	0.49	0.29
NUAK2	0.77	0
KLHDC8A	1.2	0
LEMD1	1.79	0
CDK18	1.11	0
MFSD4	0.7	0
ELK4	0.92	0
SLC45A3	0.84	0.01
NUCKS1	0.31	0.97
RAB7L1	0.72	0.18
SLC41A1	0.44	0.65
PM20D1	1.4	0
SLC26A9	0.47	0.01
CTSE	1.62	0
C1orf186	1.61	0
AVPR1B	1.12	0
FAM72A	1.82	0.03
SRGAP2	0.31	0.98
IKBKE	0.46	0.01
C1orf147	1.92	0.02
RASSF5	0.69	0.04
EIF2D	0.8	0
DYRK3	1.07	0
MAPKAPK2	0.13	1
IL10	1.04	0.01
IL19	1.3	0
IL20	1.68	0
IL24	1.54	0
FAIM3	1.03	0
PIGR	0.37	0.81
FCAMR	1.17	0
C1orf116	0.73	0
PFKFB2	0.78	0
YOD1	0.79	0.13
C4BPB	1.29	0
C4BPA	0.43	0.46
CD55	1.27	0
CR2	0.88	0
CR1	0.96	0
CR1L	1.62	0
CD46	0.9	0
CD34	1.02	0
PLXNA2	0.43	0
CAMK1G	0.69	0
LAMB3	0.74	0
G0S2	1.76	0.38
HSD11B1	0.66	0.42
TRAF3IP3	0.87	0
C1orf74	1.1	0.02
IRF6	0.13	1
DIEXF	0.68	0
SYT14	0.34	0.94
SERTAD4	0.72	0.03
HHAT	0.84	0
KCNH1	0.39	0.55
RCOR3	0.29	0.99
TRAF5	1.09	0
RD3	1.73	0
SLC30A1	0.23	0.99
NEK2	0.82	0
LPGAT1	0.3	0.98
INTS7	0.55	0
DTL	0.5	0
PPP2R5A	0.38	0.82
TMEM206	1.27	0
NENF	1.45	0.02
ATF3	0.89	0.09
FAM71A	NA	 NA
BATF3	1.27	0.03
NSL1	0.89	0
TATDN3	1.15	0
C1orf227	1.54	0.2
FLVCR1	0.67	0
VASH2	0.66	0.24
ANGEL2	0.71	0
RPS6KC1	0.48	0
PROX1	0.22	1
SMYD2	0.85	0
PTPN14	0.36	0.22
CENPF	0.73	0
KCNK2	0.68	0.02
KCTD3	0.41	0.1
USH2A	0.86	0
ESRRG	0.56	0.07
GPATCH2	1.06	0
SPATA17	0.81	0
RRP15	1.17	0
TGFB2	0.15	1
C1orf143	1.88	0.1
LYPLAL1	1.4	0
SLC30A10	0.25	0.98
EPRS	0.51	0
BPNT1	0.98	0
IARS2	0.39	0.08
RAB3GAP2	0.29	0.99
AC096644.1	1.84	0.11
MARK1	0.36	0.6
C1orf115	1.75	0.04
2-Mar	0.99	0
1-Mar	1.27	0
HLX	0.4	0.88
DUSP10	0.43	0.83
HHIPL2	1.5	0
TAF1A	1	0
MIA3	0.35	0.04
AIDA	0.88	0
BROX	1.06	0
FAM177B	1.6	0
DISP1	0.6	0
TLR5	1.38	0
SUSD4	0.77	0
C1orf65	1.06	0
CAPN8	1.02	0
CAPN2	1.07	0
TP53BP2	0.43	0
FBXO28	0.27	0.99
DEGS1	0.78	0.14
NVL	0.92	0
CNIH4	1	0.02
WDR26	0.09	1
CNIH3	0.45	0.85
DNAH14	1.52	0
LBR	0.42	0.18
AC092811.1	NA	 NA
ENAH	0.17	1
SRP9	0.9	0.42
EPHX1	1.13	0
TMEM63A	0.83	0
LEFTY1	1.72	0
RP4-559A3.7	1.11	0
PYCR2	1.34	0
LEFTY2	0.95	0
SDE2	0.91	0
H3F3A	1.16	0.12
ACBD3	0.54	0.01
MIXL1	1.55	0.02
LIN9	0.26	1
PARP1	0.48	0
C1orf95	1.55	0
ITPKB	0.15	1
PSEN2	0.74	0
ADCK3	1.01	0
CDC42BPA	0.28	0.99
ZNF678	1.93	0.02
SNAP47	0.99	0
JMJD4	1.32	0
PRSS38	1.22	0
WNT9A	0.39	0.91
WNT3A	0.32	0.96
ARF1	0.4	0.9
C1orf35	1.19	0
MRPL55	1.12	0.01
GUK1	1.43	0
GJC2	1.23	0.01
IBA57-AS1	NA	 NA
IBA57	0.96	0.01
C1orf145	1.85	0.03
OBSCN	0.87	0
TRIM11	0.38	0.92
TRIM17	1.07	0
HIST3H3	1.94	0
HIST3H2A	1.25	0.53
HIST3H2BB	1.96	0
RNF187	1.29	0.1
RHOU	0.93	0.08
TMEM78	NA	 NA
RAB4A	0.59	0.2
SPHAR	NA	 NA
CCSAP	0.85	0.1
ACTA1	1.22	0
NUP133	0.45	0
ABCB10	0.94	0
TAF5L	0.19	1
URB2	0.84	0
GALNT2	0.49	0.01
PGBD5	0.71	0
COG2	0.59	0
AGT	1.45	0
CAPN9	1.14	0
C1orf198	1.02	0
TTC13	0.52	0
ARV1	1.25	0
FAM89A	1.32	0.26
TRIM67	0.33	0.97
C1orf131	1.69	0
GNPAT	0.42	0.3
EXOC8	0.19	1
SPRTN	0.3	0.97
EGLN1	0.3	0.97
TSNAX	0.53	0.49
DISC1	0.79	0
SIPA1L2	0.29	0.99
MAP10	1.34	0
NTPCR	1.28	0
PCNXL2	0.68	0
MLK4	0.69	0
KCNK1	0.91	0.03
SLC35F3	0.54	0.1
COA6	1.45	0.01
TARBP1	0.84	0
IRF2BP2	0.45	0.85
TOMM20	0.94	0.03
RBM34	1.43	0
ARID4B	0.19	1
GGPS1	0.64	0.27
TBCE	0.81	0
B3GALNT2	0.84	0
GNG4	1.71	0.16
LYST	0.31	0.02
NID1	0.65	0
GPR137B	1.32	0
ERO1LB	0.85	0
EDARADD	1.15	0
LGALS8	1.06	0
HEATR1	0.14	1
ACTN2	0.24	1
MTR	0.63	0
MT1HL1	NA	 NA
RYR2	0.25	1
ZP4	1.31	0
CHRM3	0.25	0.99
FMN2	0.27	1
GREM2	1.27	0.03
RGS7	0.37	0.78
FH	0.54	0.09
KMO	0.7	0
OPN3	0.89	0
CHML	0.91	0
WDR64	1.09	0
EXO1	0.93	0
MAP1LC3C	1.91	0
PLD5	0.52	0.03
CEP170	0.19	1
SDCCAG8	0.78	0
AKT3	0.18	1
ZBTB18	0.18	1
C1orf100	1.54	0
ADSS	0.45	0.33
C1orf101	0.77	0
DESI2	0.45	0.85
COX20	1.48	0.02
HNRNPU	0.11	1
RP11-156E8.1	NA	 NA
EFCAB2	1.54	0
KIF26B	0.21	1
SMYD3	0.9	0
TFB2M	0.95	0
CNST	0.74	0
SCCPDH	1.1	0
AHCTF1	0.13	1
ZNF695	1.85	0
ZNF670	1.83	0
ZNF669	1.46	0
C1orf229	NA	 NA
ZNF124	1.73	0.01
ZNF496	0.25	1
NLRP3	0.52	0
OR2B11	1.58	0
GCSAML	1.15	0.12
OR2C3	1.44	0.01
OR2G2	1.42	0.02
OR2G3	1.42	0.08
OR13G1	1.73	0.15
OR6F1	1.93	0
OR14A2	NA	 NA
OR14K1	NA	 NA
OR1C1	1.6	0.06
OR14A16	NA	 NA
OR11L1	1.08	0.05
TRIM58	1.56	0
OR2W3	1.77	0
OR2T8	NA	 NA
OR2AJ1	1.86	0.01
OR2L8	1.86	0.32
OR2AK2	NA	 NA
OR2L5	NA	 NA
OR2L2	NA	 NA
OR2L3	NA	 NA
OR2L13	1.58	0
OR2M5	NA	 NA
OR2M2	NA	 NA
OR2M3	NA	 NA
OR2M4	1.67	0
OR2T33	1.84	0.12
OR2T12	NA	 NA
OR2M7	NA	 NA
OR14C36	NA	 NA
OR2T4	0.94	0.19
OR2T6	1.89	0
OR2T1	1.92	0
OR2T7	1.86	0
OR2T2	1.52	0.2
OR2T3	NA	 NA
OR2T5	1.48	0.47
OR2G6	1.76	0
OR2T29	1.88	0.1
OR2T34	NA	 NA
OR2T10	1.93	0
OR2T11	1.94	0
OR2T35	1.59	0.19
OR2T27	1.95	0
OR14I1	NA	 NA
LYPD8	NA	 NA
SH3BP5L	0.6	0.05
ZNF672	0.73	0.08
ZNF692	1.22	0
PGBD2	1.58	0
ZMYND11	0.12	1
DIP2C	0.15	1
PRR26	1.32	0.26
LARP4B	0.16	1
AL359878.1	NA	 NA
GTPBP4	0.08	1
IDI2	1.94	0
IDI1	1.08	0
WDR37	0.41	0.57
ADARB2	0.38	0.86
PFKP	1.15	0
PITRM1	0.94	0
KLF6	0.25	0.98
AKR1E2	1.42	0
AKR1C1	1.59	0
AKR1C2	1.46	0
AKR1C3	1.86	0
AKR1C4	1.72	0
UCN3	1.73	0.04
TUBAL3	1.39	0
NET1	0.77	0
CALML5	NA	 NA
CALML3	1.9	0
ASB13	1.78	0
FAM208B	0.33	0.31
GDI2	0.38	0.85
ANKRD16	1.39	0
FBXO18	0.48	0
IL15RA	1.58	0
IL2RA	0.66	0.05
RBM17	0.12	1
PFKFB3	0.45	0.25
DKFZP667F0711	NA	 NA
PRKCQ	0.39	0.3
SFMBT2	0.25	1
ITIH5	1.21	0
ITIH2	1.09	0
KIN	0.73	0
ATP5C1	0.81	0
TAF3	0.14	1
GATA3	0.39	0.9
CELF2	0.17	1
USP6NL	0.42	0.12
ECHDC3	1.74	0
PROSER2	1.78	0
UPF2	0.1	1
DHTKD1	1.25	0
SEC61A2	0.56	0.01
NUDT5	0.88	0
CDC123	0.81	0
CAMK1D	0.23	1
CCDC3	1.09	0
OPTN	1.26	0
MCM10	0.84	0
UCMA	1.62	0
PHYH	1.12	0
SEPHS1	0.3	0.98
BEND7	0.7	0.01
PRPF18	0.81	0
RP11-295P9.3	0.92	0.01
FRMD4A	0.14	1
FAM107B	1.39	0
CDNF	1.79	0
HSPA14	0.4	0.67
SUV39H2	0.36	0.93
DCLRE1C	0.71	0
MEIG1	1.84	0
OLAH	1.62	0
ACBD7	1.19	0.12
C10orf111	NA	 NA
RPP38	1.61	0
NMT2	0.45	0.24
FAM171A1	0.3	0.99
ITGA8	0.66	0
FAM188A	0.54	0.01
PTER	1.82	0
C1QL3	0.76	0.52
RSU1	0.95	0
CUBN	0.65	0
TRDMT1	1.19	0
VIM	0.42	0.71
ST8SIA6	1.57	0
PTPLA	1.7	0
STAM	0.37	0.85
TMEM236	1.92	0.02
MRC1	0.35	0.94
SLC39A12	0.76	0
CACNB2	0.69	0
NSUN6	1.48	0
RP11-139J15.7	1.93	0
ARL5B	1.05	0
MALRD1	0.85	0
PLXDC2	0.45	0.13
NEBL	1.14	0
C10orf113	1.86	0
CASC10	1.91	0.08
SKIDA1	0.25	0.99
MLLT10	0.18	1
DNAJC1	0.82	0
EBLN1	NA	 NA
COMMD3	1.14	0
COMMD3-BMI1	0.6	0
BMI1	0.35	0.94
SPAG6	1.22	0
PIP4K2A	0.56	0.14
ARMC3	0.91	0
MSRB2	1.56	0
PTF1A	1.01	0.17
C10orf67	1.8	0
C10orf115	1.87	0
OTUD1	0.62	0.65
KIAA1217	0.42	0
ARHGAP21	0.2	1
PRTFDC1	1.69	0
ENKUR	1.2	0
THNSL1	1.38	0
GPR158	0.47	0
MYO3A	1.04	0
GAD2	0.37	0.75
APBB1IP	0.37	0.85
PDSS1	0.93	0
ABI1	0.42	0.64
ANKRD26	0.73	0
YME1L1	0.45	0.03
MASTL	0.95	0
ACBD5	0.53	0.01
PTCHD3	1.2	0
RAB18	0.39	0.91
MKX	0.4	0.88
ARMC4	1.15	0
MPP7	0.94	0
WAC	0.08	1
BAMBI	1.24	0
C10orf126	1.81	0
LYZL1	1.73	0
SVIL	0.36	0
KIAA1462	0.48	0
MTPAP	0.19	1
MAP3K8	0.32	0.97
LYZL2	1.79	0
ZNF438	1.11	0
ZEB1	0.32	0.97
ARHGAP12	0.6	0
KIF5B	0.28	0.99
EPC1	0.12	1
CCDC7	0.98	0
ITGB1	0.31	0.98
NRP1	0.3	0.99
PARD3	0.31	0.96
CUL2	0.09	1
CREM	0.47	0.51
CCNY	0.42	0.81
GJD4	1.93	0.01
FZD8	0.42	0.79
NAMPTL	1.51	0
ANKRD30A	1.26	0
MTRNR2L7	NA	 NA
ZNF248	0.48	0.33
ZNF25	0.91	0
ZNF33A	0.96	0
ZNF37A	1.2	0
ZNF33B	0.78	0
BMS1	0.45	0
RET	0.12	1
CSGALNACT2	0.48	0.24
RASGEF1A	0.32	0.97
FXYD4	1.49	0
HNRNPF	0.29	0.96
ZNF487	1.8	0.04
ZNF239	1.26	0
ZNF485	1.03	0
ZNF32	0.9	0.03
AL137026.1	1.94	0.06
CXCL12	1.18	0.12
TMEM72	0.5	0.78
RASSF4	1.55	0
C10orf10	1.83	0.34
C10orf25	1.95	0
ZNF22	1.33	0
OR13A1	1.43	0
ALOX5	0.64	0
8-Mar	1.31	0
ZFAND4	1.06	0
FAM21C	0.86	0
AGAP4	NA	 NA
TIMM23	1.51	0
NCOA4	0.7	0
MSMB	1.58	0.02
ANTXRL	0.93	0
